Alpha,AUC,MRR,NDCG@5,NDCG@10,Recall@5,Recall@10
0.0,0.8846153846153846,0.25,0.430676558073393,0.430676558073393,1.0,1.0
0.0,0.2361111111111111,0.05,0.0,0.0,0.0,0.0
0.0,0.5680000000000001,0.2,0.1312050775123417,0.2442584792702138,0.2,0.4
0.0,0.5402298850574712,0.0714285714285714,0.0,0.0,0.0,0.0
0.0,0.3,0.04,0.0,0.0,0.0,0.0
0.0,0.5555555555555556,0.5,0.7122630665145961,0.7122630665145961,1.0,1.0
0.0,0.6607142857142857,0.5,0.24630238874073,0.24630238874073,0.25,0.25
0.0,0.5088235294117647,0.0434782608695652,0.0,0.0,0.0,0.0
0.0,0.541371158392435,0.1428571428571428,0.0,0.1564262420075854,0.0,0.3333333333333333
0.0,0.5833333333333333,0.1666666666666666,0.0,0.3562071871080222,0.0,1.0
0.0,0.4749262536873155,0.0769230769230769,0.0,0.0,0.0,0.0
0.0,0.6757990867579909,0.1666666666666666,0.0,0.0837249139991934,0.0,0.1111111111111111
0.0,0.3888888888888888,0.0833333333333333,0.0,0.0,0.0,0.0
0.0,0.8666666666666667,1.0,0.6131471927654584,0.8315546295836225,0.5,1.0
0.0,0.4160583941605839,0.0357142857142857,0.0,0.0,0.0,0.0
0.0,0.5890151515151515,0.2,0.1510196182278052,0.1510196182278052,0.25,0.25
0.0,0.3846153846153846,0.0454545454545454,0.0,0.0,0.0,0.0
0.0,0.1666666666666666,0.25,0.430676558073393,0.430676558073393,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.4529220779220779,0.0434782608695652,0.0,0.0,0.0,0.0
0.0,0.8695652173913043,0.25,0.430676558073393,0.430676558073393,1.0,1.0
0.0,0.25,0.1666666666666666,0.0,0.3562071871080222,0.0,1.0
0.0,0.7333333333333333,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5
0.0,0.7184873949579832,0.125,0.0,0.0867138284941197,0.0,0.1428571428571428
0.0,0.733644859813084,0.0384615384615384,0.0,0.0,0.0,0.0
0.0,0.6133333333333333,0.5,0.2960819109658652,0.2960819109658652,0.3333333333333333,0.3333333333333333
0.0,0.6351351351351351,0.1111111111111111,0.0,0.1845756967795681,0.0,0.5
0.0,0.5646551724137931,0.25,0.1681275362711174,0.1681275362711174,0.25,0.25
0.0,0.7647058823529411,0.2,0.1815417925373526,0.5051284895111403,0.3333333333333333,1.0
0.0,0.2,0.0555555555555555,0.0,0.0,0.0,0.0
0.0,0.3125,0.0625,0.0,0.0,0.0,0.0
0.0,0.4782608695652174,0.0769230769230769,0.0,0.0,0.0,0.0
0.0,0.578525641025641,1.0,0.5531464700081437,0.4935232796777481,0.3333333333333333,0.3333333333333333
0.0,0.1888888888888888,0.0526315789473684,0.0,0.0,0.0,0.0
0.0,0.493421052631579,0.1428571428571428,0.0,0.2532778777010656,0.0,0.5
0.0,0.5333333333333333,0.2,0.1815417925373526,0.1815417925373526,0.3333333333333333,0.3333333333333333
0.0,0.532608695652174,0.0625,0.0,0.0,0.0,0.0
0.0,0.3401639344262295,0.0666666666666666,0.0,0.0,0.0,0.0
0.0,0.4551282051282051,0.0149253731343283,0.0,0.0,0.0,0.0
0.0,0.4333333333333333,0.0769230769230769,0.0,0.0,0.0,0.0
0.0,0.637873754152824,0.25,0.2772734273550482,0.3114333024797124,0.2857142857142857,0.4285714285714285
0.0,0.8299319727891156,0.2,0.2371977127692962,0.2371977127692962,0.5,0.5
0.0,0.4901960784313725,0.2,0.1510196182278052,0.1510196182278052,0.25,0.25
0.0,0.4349593495934959,0.0833333333333333,0.0,0.0,0.0,0.0
0.0,0.3683127572016461,0.125,0.0,0.0741486152850745,0.0,0.1111111111111111
0.0,0.6763779527559055,1.0,0.4852285551163225,0.4852285551163225,0.4,0.4
0.0,0.5348837209302326,0.0555555555555555,0.0,0.0,0.0,0.0
0.0,0.4107142857142857,0.05,0.0,0.0,0.0,0.0
0.0,0.25,0.25,0.430676558073393,0.430676558073393,1.0,1.0
0.0,0.375,0.0909090909090909,0.0,0.0,0.0,0.0
0.0,0.55,0.1,0.0,0.2890648263178879,0.0,1.0
0.0,0.4230769230769231,0.1428571428571428,0.0,0.2043823975884861,0.0,0.5
0.0,0.4732142857142857,0.0909090909090909,0.0,0.0,0.0,0.0
0.0,0.5,0.3333333333333333,0.3065735963827292,0.3065735963827292,0.5,0.5
0.0,0.6092796092796093,0.2,0.1312050775123417,0.1063366810302298,0.1428571428571428,0.1428571428571428
0.0,0.8571428571428572,0.1,0.0,0.2890648263178879,0.0,1.0
0.0,0.3968253968253968,0.0434782608695652,0.0,0.0,0.0,0.0
0.0,0.6666666666666667,0.0909090909090909,0.0,0.0,0.0,0.0
0.0,0.5379310344827586,0.25,0.1460683498427064,0.248165744965618,0.2,0.4
0.0,0.7647058823529411,0.2,0.3868528072345416,0.3868528072345416,1.0,1.0
0.0,0.7666666666666666,0.125,0.0,0.3154648767857287,0.0,1.0
0.0,0.6153846153846153,0.3333333333333333,0.3065735963827292,0.3065735963827292,0.5,0.5
0.0,0.8225806451612904,0.1666666666666666,0.0,0.411833840435435,0.0,1.0
